id,name,cat_id,category,sub_cat_id,subcategory,four_letter,four_letter_total_voted,enneagram,enneagram_total_voted,socionics,socionics_total_voted,instinctual_variant,instinctual_variant_total_voted,tritype,tritype_total_voted,temperaments,temperaments_total_voted,attitudinal_psyche,attitudinal_psyche_total_voted,big_5_SLOAN,big_5_SLOAN_total_voted,classic_jungian,classic_jungian_total_voted,letter_1,letter_1_percentage,letter_2,letter_2_percentage,letter_3,letter_3_percentage,letter_4,letter_4_percentage
64928,Kris Bryant,5,Sports,11,Baseball,ESFJ,2,3w4,1,ESE,1,sx/so,1,379,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
65134,Reggie Jackson,5,Sports,11,Baseball,ESFP,2,3w4,2,SEE,1,so/sp,1,378,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
65400,Evan Longoria,5,Sports,11,Baseball,ESFP,1,3w2,1,SEE,1,so/sp,1,371,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
65486,José Bautista,5,Sports,11,Baseball,ESTJ,2,8w7,1,LSE,2,sp/sx,1,837,1,Choleric-Sanguine,1,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
65825,Dusty Baker,5,Sports,11,Baseball,ESFJ,2,1w9,1,,0,sp/sx,1,136,1,,0,,0,,0,,0,E,0.5,S,1.0,F,0.5,J,1.0
65826,Dave Roberts,5,Sports,11,Baseball,ESFJ,3,2w1,1,ESE,1,sp/so,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
65847,Walter Johnson,5,Sports,11,Baseball,ISFJ,2,9w1,1,SEI,1,sp/so,1,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
65848,Lou Gehrig,5,Sports,11,Baseball,ISFJ,3,2w1,1,,0,so/sp,1,215,1,Melancholic-Phlegmatic,1,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
66560,Stephen Strasburg,5,Sports,11,Baseball,ISFP,2,9w8,2,ESI,1,sp/sx,1,936,1,Melancholic-Phlegmatic,1,,0,,0,,0,I,1.0,S,1.0,F,1.0,P,1.0
67734,Hank Aaron,5,Sports,11,Baseball,ISFJ,2,9w1,2,SEI,3,sp/so,1,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
68410,Joe Torre,5,Sports,11,Baseball,INTJ,2,5w6,2,LSI,3,sp/sx,1,538,1,,0,,0,,0,,0,I,1.0,N,1.0,T,1.0,J,1.0
68863,Matt Kemp,5,Sports,11,Baseball,ESFP,3,8w7,3,SEE,2,sx/so,2,738,2,,0,,0,,0,,0,E,1.0,S,1.0,F,0.67,P,1.0
70067,Kevin Youkilis,5,Sports,11,Baseball,ESTJ,2,3w4,2,LSE,2,sp/so,2,386,1,Choleric [Dominant],1,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
70908,Gleyber Torres,5,Sports,11,Baseball,ESFP,2,7w6,2,SEE,1,sp/so,1,731,1,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
70914,Carlos Quentin,5,Sports,11,Baseball,ESTJ,2,6w7,1,SEE,1,sx/so,1,683,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
70956,Clint Frazier,5,Sports,11,Baseball,ESFP,2,6w7,1,SEE,2,sx/so,1,684,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
70959,Justin Morneau,5,Sports,11,Baseball,ISTJ,2,1w9,2,,0,sp/so,1,136,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
70960,Michael Cuddyer,5,Sports,11,Baseball,ISTJ,2,1w2,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
70963,Don Zimmer,5,Sports,11,Baseball,ESTJ,2,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
71070,Roberto Clemente,5,Sports,11,Baseball,ISFP,3,1w9,1,ESI,1,sp/sx,1,146,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,P,1.0
71539,Bartolo Colón,5,Sports,11,Baseball,ISFP,2,6w7,1,ESI,1,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,P,1.0
73141,Grant Balfour,5,Sports,11,Baseball,ESTJ,2,8w7,2,SLE,1,sx/sp,2,863,2,Choleric-Melancholic,2,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
73153,Victor Martinez,5,Sports,11,Baseball,ISTJ,2,1w9,2,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
73154,Craig Kimbrel,5,Sports,11,Baseball,ENTP,3,9w1,1,SEI,1,sp/so,1,926,1,Melancholic-Sanguine,1,,0,,0,,0,E,0.33,N,0.33,T,0.67,P,0.67
73169,Wally Backman,5,Sports,11,Baseball,ESFP,2,8w7,2,SEE,1,sx/so,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
73333,Rougned Odor,5,Sports,11,Baseball,ESFP,2,6w7,2,SEE,1,sx/sp,1,684,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
73338,Jayson Werth,5,Sports,11,Baseball,ESFJ,2,6w7,2,ESE,1,sx/so,1,683,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
73346,Lance Berkman,5,Sports,11,Baseball,ENFP,3,3w4,1,LSE,1,sp/so,1,386,1,,0,,0,,0,,0,E,0.67,N,0.33,F,0.33,P,0.33
73604,Chase Utley,5,Sports,11,Baseball,ISTJ,2,1w9,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,0.5
73616,Francisco Lindor,5,Sports,11,Baseball,ISFJ,2,9w1,2,SEI,1,so/sx,1,937,1,Sanguine [Dominant],1,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
73804,Bernie Williams,5,Sports,11,Baseball,ESFJ,2,3w4,1,ESE,1,so/sp,1,317,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
73817,Carl Yastremzski,5,Sports,11,Baseball,ISTJ,2,1w9,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
73821,Cal Ripken Jr.,5,Sports,11,Baseball,ISTJ,4,3w4,3,LSE,2,so/sp,2,317,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,0.75
74324,Dallas Keuchel,5,Sports,11,Baseball,ESTP,2,1w9,1,SEI,1,,0,,0,,0,,0,,0,,0,E,0.5,S,1.0,T,0.5,P,0.5
74326,Cy Young,5,Sports,11,Baseball,ISTJ,2,1w9,1,,0,sp/sx,1,153,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
74334,J.A. Happ,5,Sports,11,Baseball,ISTJ,2,6w5,1,SLI,1,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
74337,Dennis Eckersley,5,Sports,11,Baseball,ESTP,2,7w6,2,SLE,1,so/sx,1,739,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,1.0,T,1.0,P,1.0
74344,Harold Reynolds,5,Sports,11,Baseball,ESFJ,2,1w2,2,ESE,1,so/sp,2,136,1,Phlegmatic [Dominant],1,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
74352,Kerry Wood,5,Sports,11,Baseball,ESTJ,2,8w9,2,LSE,1,sp/so,1,836,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
74645,Bob Gibson,5,Sports,11,Baseball,ISTJ,2,6w5,2,LSI,1,sp/so,1,638,2,Choleric [Dominant],2,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
75884,Johnny Cueto,5,Sports,11,Baseball,ENTP,2,9w8,1,ESI,1,sp/sx,1,946,1,,0,,0,,0,,0,E,0.5,N,0.5,T,0.5,P,1.0
75898,Salvador Perez,5,Sports,11,Baseball,ESFJ,2,2w1,2,ESE,1,so/sp,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
76273,Eric Hosmer,5,Sports,11,Baseball,ESFJ,2,2w3,2,ESE,1,so/sp,1,279,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
77903,Blaze Jordan,5,Sports,11,Baseball,ESTJ,2,3w4,3,LSE,1,sp/sx,2,387,2,Choleric-Phlegmatic,1,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
83570,Ryne Sandberg,5,Sports,11,Baseball,ISTJ,2,1w2,2,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
85869,Ned Yost,5,Sports,11,Baseball,ISTJ,2,1w9,1,SLI,1,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
86095,Whit Merrifield,5,Sports,11,Baseball,ISTP,2,9w8,2,,0,sp/so,1,963,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,P,1.0
86211,A.J. Hinch,5,Sports,11,Baseball,ESTJ,2,1w2,1,LSE,1,sp/so,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
93329,"Ivan ""Pudge"" Rodriguez",5,Sports,11,Baseball,ISTJ,2,1w2,2,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
95922,Mark Grace,5,Sports,11,Baseball,ESTP,2,2w3,1,SLE,1,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,P,1.0
96641,Steve Avery,5,Sports,11,Baseball,ESFP,2,7w8,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
98625,Tom Glavine,5,Sports,11,Baseball,INTJ,2,1w9,2,ILI,1,sp/so,1,153,2,,0,,0,,0,,0,I,1.0,N,1.0,T,1.0,J,1.0
102095,Brian Wilson,5,Sports,11,Baseball,ENFP,2,7w8,2,IEE,1,sx/so,1,784,1,,0,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,1.0
105375,Howie Kendrick,5,Sports,11,Baseball,ESFJ,3,2w1,2,ESE,1,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
105378,Adam Eaton,5,Sports,11,Baseball,ESFP,2,6w7,2,SEE,1,sx/so,1,628,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
105733,Ian Desmond,5,Sports,11,Baseball,ENFJ,2,2w1,2,EIE,1,sx/so,1,216,1,Sanguine-Melancholic,1,,0,,0,,0,E,1.0,N,1.0,F,1.0,J,1.0
106841,Cameron Maybin,5,Sports,11,Baseball,ISFJ,2,6w7,1,SEI,1,sp/so,1,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
107352,Nelson Cruz,5,Sports,11,Baseball,INFJ,2,,0,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,0.5,F,1.0,J,1.0
111889,Hideo Nomo,5,Sports,11,Baseball,ISTP,2,5w6,2,LSI,1,sp/sx,1,513,2,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,P,1.0
113682,Roger Maris,5,Sports,11,Baseball,INFJ,2,2w3,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,1.0,F,1.0,J,1.0
117463,Jack Morris,5,Sports,11,Baseball,ISTP,3,1w9,2,LSI,1,sp/sx,1,,0,,0,,0,,0,,0,I,0.67,S,0.67,T,0.67,P,0.67
121776,Jason Kipnis,5,Sports,11,Baseball,ISFJ,2,1w2,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
121777,Michael Brantley,5,Sports,11,Baseball,ISTJ,2,9w1,1,SLI,1,sp/so,1,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
121933,Yoan Moncada,5,Sports,11,Baseball,ISFP,2,4w3,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,P,1.0
124143,Alex Gordon,5,Sports,11,Baseball,ISTJ,2,1w9,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
127441,Dan Plesac,5,Sports,11,Baseball,ENFP,2,7w6,2,IEE,1,so/sx,1,731,1,,0,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,1.0
129205,Kirby Puckett,5,Sports,11,Baseball,ESFP,2,7w8,2,SEE,1,,0,782,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
143152,Chuck Knoblauch,5,Sports,11,Baseball,ESTP,2,6w7,2,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,P,1.0
155759,Marcus Semien,5,Sports,11,Baseball,ENTJ,2,1w2,1,LSE,1,sp/so,1,163,1,,0,,0,,0,,0,E,1.0,N,0.5,T,1.0,J,1.0
155760,Matt Olson,5,Sports,11,Baseball,INFP,4,9w1,1,SEI,1,,0,,0,,0,,0,,0,,0,I,1.0,N,0.5,F,0.75,P,0.5
158455,Walker Buehler,5,Sports,11,Baseball,ISFP,2,9w1,1,,0,sp/so,1,962,1,,0,,0,,0,,0,I,1.0,S,1.0,F,0.5,P,1.0
159090,Ozzie Albies,5,Sports,11,Baseball,ENFP,4,2w3,2,,0,,0,,0,,0,,0,,0,,0,E,0.75,N,0.75,F,1.0,P,0.75
159912,Chris Archer,5,Sports,11,Baseball,ESFJ,2,9w1,1,ESE,1,so/sx,1,946,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
160426,Dave Stewart,5,Sports,11,Baseball,ESTJ,2,8w9,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
163094,Marcus Stroman,5,Sports,11,Baseball,ESFP,3,7w8,1,SEE,1,,0,,0,,0,,0,,0,,0,E,1.0,S,0.67,F,0.67,P,1.0
163374,Marcell Ozuna,5,Sports,11,Baseball,ISFP,2,9w8,1,ESI,1,sx/so,1,947,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,P,1.0
166956,Tyler Glasnow,5,Sports,11,Baseball,ENFP,2,3w4,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.5,F,1.0,P,1.0
168459,Mark Kotsay,5,Sports,11,Baseball,ESFP,2,7w8,1,SEE,1,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
168528,Gavin Lux,5,Sports,11,Baseball,ESFJ,2,6w7,1,ESE,1,sp/so,1,692,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
172445,Yuli Gurriel,5,Sports,11,Baseball,ISFP,2,9w8,1,,0,sx/sp,1,947,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,P,1.0
178854,Adley Rutschman,5,Sports,11,Baseball,ISFJ,3,2w1,2,SEI,1,sp/so,1,216,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
181356,Andre Dawson,5,Sports,11,Baseball,ISTP,2,6w5,2,LSI,1,sp/sx,1,683,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,P,1.0
181864,Luke Voit,5,Sports,11,Baseball,ISFP,2,4w3,1,,0,sp/so,1,416,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,P,1.0
182035,Archie Bradley,5,Sports,11,Baseball,ISFJ,2,9w1,2,SEI,1,so/sx,1,927,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
182442,Ian Happ,5,Sports,11,Baseball,ISFJ,2,6w7,2,,0,sx/so,1,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
182683,Gio Gonzalez,5,Sports,11,Baseball,ESFP,2,7w6,2,ESE,1,so/sx,1,729,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
183336,Jeff Francoeur,5,Sports,11,Baseball,ESFJ,2,2w3,2,ESE,1,sp/so,1,,0,Sanguine [Dominant],1,FELV,1,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
183896,Marco Scutaro,5,Sports,11,Baseball,ESFJ,2,,0,,0,,0,,0,,0,,0,,0,,0,E,0.5,S,1.0,F,1.0,J,1.0
184247,Eric Karros,5,Sports,11,Baseball,ENTP,2,7w6,2,ILE,2,sp/so,2,721,2,,0,,0,,0,,0,E,1.0,N,1.0,T,1.0,P,1.0
196727,Hunter Renfroe,5,Sports,11,Baseball,ISTJ,2,9w1,1,SLI,1,sp/so,1,925,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
198805,Chaim Bloom,5,Sports,11,Baseball,INTP,2,5w6,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,1.0,T,1.0,P,1.0
200283,Theo Epstein,5,Sports,11,Baseball,INTJ,3,5w6,3,ILI,1,sp/so,1,513,1,,0,,0,,0,,0,I,1.0,N,1.0,T,1.0,J,1.0
201372,Matt Harvey,5,Sports,11,Baseball,ISFJ,2,9w1,3,SEI,1,sp/so,1,936,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
203598,Joe Carter,5,Sports,11,Baseball,ISFJ,2,9w1,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
208527,Enrique Hernandez,5,Sports,11,Baseball,ENTP,2,2w3,2,ESE,1,so/sx,1,279,1,,0,,0,,0,,0,E,1.0,N,0.5,T,0.5,P,0.5
210642,Michael Morse,5,Sports,11,Baseball,ENFP,2,7w6,2,IEE,1,so/sx,1,749,1,,0,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,1.0
212573,Austin Riley,5,Sports,11,Baseball,ESTJ,2,6w5,1,SLI,1,sp/so,1,612,1,,0,,0,,0,,0,E,0.5,S,1.0,T,1.0,J,1.0
218527,Eddie Rosario,5,Sports,11,Baseball,ISFP,2,4w3,1,,0,sp/so,1,496,1,,0,,0,,0,,0,I,1.0,S,1.0,F,0.5,P,1.0
220763,Cole Tucker,5,Sports,11,Baseball,ESFJ,3,2w3,2,ESE,1,so/sp,1,279,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
222255,Amir Garrett,5,Sports,11,Baseball,ESFP,2,7w8,2,SEE,1,sx/so,1,784,1,Sanguine-Choleric,1,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
223573,Sean Manaea,5,Sports,11,Baseball,ENFP,2,7w6,1,,0,sp/so,1,749,1,,0,,0,,0,,0,E,0.5,N,0.5,F,1.0,P,1.0
224517,Julio Teheran,5,Sports,11,Baseball,INFP,2,,0,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,0.5,F,1.0,P,1.0
225831,Brian Cashman,5,Sports,11,Baseball,ENTJ,2,3w4,1,LIE,1,sp/so,1,315,1,,0,,0,,0,,0,E,1.0,N,1.0,T,1.0,J,1.0
232923,Tony Kemp,5,Sports,11,Baseball,ENFJ,2,2w3,1,EIE,1,so/sp,1,217,1,,0,,0,,0,,0,E,1.0,N,1.0,F,1.0,J,1.0
322917,Nathan Eovaldi,5,Sports,11,Baseball,ESTP,2,6w7,2,,0,sp/so,1,641,1,,0,,0,,0,,0,E,0.5,S,1.0,T,0.5,P,1.0
361938,Willy Adames,5,Sports,11,Baseball,ESFJ,2,2w3,1,ESE,1,so/sp,1,279,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,0.5
370238,Coco Crisp,5,Sports,11,Baseball,ESTP,2,,0,,0,,0,,0,,0,,0,,0,,0,E,0.5,S,1.0,T,0.5,P,0.5
402603,Adam Duvall,5,Sports,11,Baseball,ISTJ,2,1w9,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
420035,Max Fried,5,Sports,11,Baseball,ISTJ,2,1w9,2,,0,sp/so,1,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
420603,Lance McCullers Jr.,5,Sports,11,Baseball,ESFJ,2,,0,,0,,0,,0,,0,,0,,0,,0,E,0.5,S,1.0,F,1.0,J,1.0
424991,Dock Ellis,5,Sports,11,Baseball,ISFP,2,9w8,1,,0,sp/so,1,369,1,,0,,0,SLUAN,1,,0,I,1.0,S,1.0,F,1.0,P,1.0
572428,Jack Suwinski,5,Sports,11,Baseball,ISTP,2,,0,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,P,1.0
609275,Harrison Bader,5,Sports,11,Baseball,ESFP,2,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
765356,Earl Weaver,5,Sports,11,Baseball,ESTJ,2,8w7,1,SLE,1,sx/so,1,863,1,Choleric [Dominant],1,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
10145,Thurman Munson,5,Sports,11,Baseball,ISTP,1,8w9,2,LSI,2,sp/sx,1,835,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,P,1.0
57003,Paul Goldschmidt,5,Sports,11,Baseball,ISFJ,1,2w1,1,SEI,1,sp/so,1,216,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
57009,Noah Syndergaard,5,Sports,11,Baseball,ISTJ,2,5w6,2,SLI,1,sp/so,1,531,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
57639,Larry “Chipper” Jones,5,Sports,11,Baseball,ESTJ,1,3w4,1,LSE,1,sp/so,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
62000,Jonathan Papelbon,5,Sports,11,Baseball,ESTJ,5,8w7,2,SLE,1,sx/so,2,837,2,Choleric [Dominant],2,,0,,0,,0,E,1.0,S,0.8,T,1.0,J,0.8
62016,Jason Giambi,5,Sports,11,Baseball,ESFJ,1,3w4,1,,0,so/sp,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
63321,Frank Thomas,5,Sports,11,Baseball,ESFJ,2,8w9,1,LSE,1,sp/so,1,837,1,Choleric-Phlegmatic,1,,0,,0,,0,E,1.0,S,1.0,F,0.5,J,1.0
64829,Mo Vaughn,5,Sports,11,Baseball,ESTP,1,8w9,1,SLE,1,sp/sx,1,863,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,P,1.0
64834,Dave Winfield,5,Sports,11,Baseball,ESFP,1,7w8,1,SEE,1,so/sx,1,738,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
65082,Ryan Howard,5,Sports,11,Baseball,ESTJ,1,8w9,1,LSE,1,sp/so,1,837,1,Choleric-Phlegmatic,1,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
65280,Ryan Zimmerman,5,Sports,11,Baseball,ISTJ,1,1w9,1,,0,sp/so,1,163,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
65470,Hanley Ramírez,5,Sports,11,Baseball,ESFP,1,7w8,1,SEE,1,sx/so,1,748,1,Sanguine-Choleric,1,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
65846,Whitey Ford,5,Sports,11,Baseball,ISTP,1,9w8,1,,0,sp/so,1,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,P,1.0
65995,Vladimir Guerrero Sr.,5,Sports,11,Baseball,ISTP,1,5w6,1,,0,sx/sp,1,584,1,Phlegmatic [Dominant],1,,0,,0,,0,I,1.0,S,1.0,T,1.0,P,1.0
66782,Prince Fielder,5,Sports,11,Baseball,ESFP,1,7w6,1,SEE,1,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
66950,Cecil Fielder,5,Sports,11,Baseball,ESTJ,1,3w4,1,LSE,1,sp/so,1,387,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
67361,Davey Martinez,5,Sports,11,Baseball,ESTJ,2,1w9,2,LSE,1,sp/so,1,136,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
67406,Adam Jones,5,Sports,11,Baseball,ESTJ,1,3w4,1,LSE,1,sx/so,1,387,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
68411,Roy Halladay,5,Sports,11,Baseball,ISTJ,1,6w5,1,,0,sp/sx,1,613,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
68668,Orel Hershiser,5,Sports,11,Baseball,INTJ,1,1w9,1,ILI,1,sp/sx,1,,0,,0,,0,,0,,0,I,1.0,N,1.0,T,1.0,J,1.0
70063,Adrian Gonzalez,5,Sports,11,Baseball,ISTJ,1,6w5,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
70065,Vladimir Guerrero Jr.,5,Sports,11,Baseball,ESFP,1,7w8,1,SEE,1,sx/so,1,739,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
70907,Brandon Phillips,5,Sports,11,Baseball,ESFP,1,7w6,1,SEE,1,so/sx,1,739,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
70909,Chris Carpenter,5,Sports,11,Baseball,ISTJ,1,6w5,1,ESI,1,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
70910,Clay Buchholz,5,Sports,11,Baseball,ISTP,1,5w6,1,,0,sp/sx,1,513,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,P,1.0
70913,Don Mattingly,5,Sports,11,Baseball,ESTJ,2,1w2,1,LSE,1,sp/so,1,136,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
70927,Yoenis Céspedes,5,Sports,11,Baseball,ISFP,1,9w8,1,ESI,1,sp/so,1,974,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,P,1.0
70928,"Rich ""Goose"" Gossage",5,Sports,11,Baseball,ESTJ,1,8w9,1,LSE,2,sp/sx,1,837,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
70930,Adam Wainwright,5,Sports,11,Baseball,ESTJ,1,3w4,1,LSE,1,so/sp,1,316,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
70961,Jimmy Rollins,5,Sports,11,Baseball,ESTJ,1,3w4,1,LSE,1,sp/so,1,317,1,,0,,0,,0,,0,E,1.0,S,1.0,T,1.0,J,1.0
70981,Pablo Sandoval,5,Sports,11,Baseball,ESFP,1,3w4,1,SEE,1,sx/so,1,386,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
71025,Matt Carpenter,5,Sports,11,Baseball,ISTJ,1,1w9,1,SLI,1,sp/so,1,164,1,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
71068,Roberto Alomar,5,Sports,11,Baseball,ISFJ,2,9w1,2,SEI,1,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,1.0
71076,Mike Schmidt,5,Sports,11,Baseball,ESFJ,1,3w4,1,ESE,1,sp/so,1,317,1,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,1.0
71540,Ozzie Guillen,5,Sports,11,Baseball,ESFP,1,6w7,1,SEE,1,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
71541,Mark Buehrle,5,Sports,11,Baseball,ISTJ,1,1w2,1,LSE,1,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,T,1.0,J,1.0
71994,Tony Gwynn,5,Sports,11,Baseball,ESTP,4,3w4,1,SEE,1,sp/so,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,0.5,P,0.75
